
Latitude,Longitude,Depth,Nitrogen (g/kg),Phosphorus (mg/kg),Potassium (cmol/kg),pH,Temperature (°C),Humidity (%),Rainfall (mm),Time of Day (Hour),Disease
17.385,78.4867,30-60 cm,0.6381,21.72,0.4837,5.7,30.89,89.03,185.82,21,Rice Blast,0.200711487
17.385,78.4867,0-5 cm,0.6964,44.39,0.5393,4.85,32.9,61.35,122.76,11,Rice Blast,0.200711487
17.385,78.4867,5-15 cm,0.2644,28.4,0.5027,6.01,21.85,80,148.83,12,Suboptimal Growth,0.200711487
17.385,78.4867,0-5 cm,0.4405,46.4,0.5217,5.6,26.01,86.47,198.35,21,Rice Blast,0.200711487
17.385,78.4867,0-5 cm,0.5995,42.77,0.4515,6.38,19.6,65.58,172.85,0,Healthy,0.200711487
17.385,78.4867,30-60 cm,0.209,46.29,0.5228,5.53,19.84,52.73,146.08,23,Healthy,0.200711487
17.385,78.4867,0-5 cm,0.4693,38.8,0.3485,6.31,24.58,90.63,156.74,1,Rice Blast,0.200711487
17.385,78.4867,0-5 cm,0.5737,47.01,0.8396,4.74,30.61,56.55,129.79,17,Suboptimal Growth,0.200711487
17.385,78.4867,0-5 cm,0.7692,38.64,0.9587,4.92,29.21,64.26,149.39,16,Rice Blast,0.200711487
17.385,78.4867,5-15 cm,0.2986,42.15,0.2775,5.69,22.34,57.2,153.5,19,Healthy,0.200711487
17.385,78.4867,15-30 cm,0.6888,52.16,0.3001,4.48,23.36,62.14,123.61,8,Suboptimal Growth,0.200711487
17.385,78.4867,30-60 cm,0.7767,6.16,0.8829,4.29,22.17,43.8,122.59,12,Suboptimal Growth,0.200711487
17.385,78.4867,0-5 cm,0.3808,24.78,0.4116,6.42,27.96,62.26,113.69,10,Healthy,0.200711487
17.385,78.4867,5-15 cm,0.6399,56.43,0.7101,5.05,33.96,64.25,109.95,12,Rice Blast,0.200711487
17.385,78.4867,0-5 cm,0.3227,42.09,0.3977,5.85,18.05,59.18,140.1,1,Healthy,0.200711487
17.385,78.4867,0-5 cm,0.2729,37.88,0.2221,6.02,21.39,55.96,161.92,21,Healthy,0.200711487
17.385,78.4867,0-5 cm,0.3379,10.37,0.8969,7.43,16.73,42.32,102.56,21,Suboptimal Growth,0.200711487
17.385,78.4867,30-60 cm,0.2161,44.41,0.3562,7.2,32.76,76.14,121.66,4,Suboptimal Growth,0.200711487
17.385,78.4867,5-15 cm,0.375,49.71,0.3664,5.62,24.8,62.17,146.35,17,Healthy,0.200711487
17.385,78.4867,15-30 cm,0.5414,45.33,0.6168,5.99,25.23,60.78,113.95,12,Healthy,0.200711487
17.385,78.4867,5-15 cm,0.4061,48.72,0.2716,5.71,21.36,62.67,188.87,22,Healthy,0.200711487
17.385,78.4867,5-15 cm,0.7023,56.52,0.6017,5.3,33.53,74.17,125.66,12,Rice Blast,0.200711487
17.385,78.4867,30-60 cm,0.4334,27,0.2788,7.89,25.79,74.35,161.49,10,Sheath Blight,0.200711487
17.385,78.4867,5-15 cm,0.517,25.76,0.714,6.45,27.82,73.69,123.61,9,Healthy,0.200711487
17.385,78.4867,0-5 cm,0.4506,41.76,0.4015,5.87,31.52,58.97,103.09,8,Suboptimal Growth,0.200711487
17.385,78.4867,5-15 cm,0.6543,46.97,0.3002,7.32,29.67,92.03,241.73,1,Sheath Blight,0.200711487
17.385,78.4867,30-60 cm,0.267,18.74,0.894,4.64,24.28,61.53,98.15,22,Suboptimal Growth,0.200711487
17.385,78.4867,30-60 cm,0.5687,20.86,0.2212,7.06,28.5,94.31,288.32,22,Sheath Blight,0.200711487
17.385,78.4867,15-30 cm,0.2158,39.34,0.7485,5.78,22.56,57.88,179.85,23,Healthy,0.200711487
17.385,78.4867,30-60 cm,0.4021,36.8,0.3313,6.87,30.25,90.88,238.99,4,Sheath Blight,0.200711487
17.385,78.4867,15-30 cm,0.4528,29.59,0.1525,6.96,27.25,72.55,158.27,17,Sheath Blight,0.200711487
17.385,78.4867,15-30 cm,0.2112,31.31,0.3999,6.78,33.38,60.1,102.69,7,Suboptimal Growth,0.200711487
17.385,78.4867,15-30 cm,0.6332,43.52,0.5498,5.16,34.41,68.14,128.23,17,Rice Blast,0.200711487
17.385,78.4867,0-5 cm,0.4553,26.37,0.3349,5.82,22.97,90.9,263.64,5,Rice Blast,0.200711487
17.385,78.4867,15-30 cm,0.3112,44.38,0.3332,5.85,21.27,68.11,160.2,0,Healthy,0.200711487
17.385,78.4867,15-30 cm,0.4562,35.48,0.1218,7.07,25.23,75.7,190.89,12,Sheath Blight,0.200711487
17.385,78.4867,0-5 cm,0.334,36.71,0.1272,6.59,31.76,93.81,227.7,4,Sheath Blight,0.200711487
17.385,78.4867,0-5 cm,0.5699,29.81,0.4009,5.66,25.47,70.62,152.86,10,Healthy,0.200711487
17.385,78.4867,15-30 cm,0.6671,7.38,0.507,7.44,18.07,87.35,142.08,7,Suboptimal Growth,0.200711487
17.385,78.4867,0-5 cm,0.5377,36.83,0.1929,6.71,31.67,93.24,264.77,21,Sheath Blight,0.200711487
17.385,78.4867,15-30 cm,0.4346,38.19,0.2276,7.64,28.26,73.22,199.82,16,Sheath Blight,0.200711487
17.385,78.4867,5-15 cm,0.4276,36.47,0.3111,4.79,26.81,92.73,104.55,15,Suboptimal Growth,0.200711487
17.385,78.4867,5-15 cm,0.4612,26.85,0.4251,6.3,23.42,93.51,297.52,21,Rice Blast,0.200711487
17.385,78.4867,0-5 cm,0.5389,46.77,0.8531,5.99,27.37,93.77,152.49,3,Rice Blast,0.200711487
17.385,78.4867,30-60 cm,0.3501,16.94,0.6056,7,17.36,82.93,53.01,19,Suboptimal Growth,0.200711487
17.385,78.4867,0-5 cm,0.5271,30.94,0.8485,7.43,23.17,65.49,91.23,16,Suboptimal Growth,0.200711487
17.385,78.4867,15-30 cm,0.6976,40.77,0.9143,5.36,31.82,63.86,112.03,6,Rice Blast,0.200711487
17.385,78.4867,0-5 cm,0.3659,5.03,0.9148,6.44,34.52,60.58,86.73,8,Suboptimal Growth,0.200711487
17.385,78.4867,30-60 cm,0.7604,35.1,0.6461,5.66,20.19,64.24,76.5,6,Suboptimal Growth,0.200711487
17.385,78.4867,30-60 cm,0.3048,19.35,0.2021,6.91,29.06,93.14,277.75,20,Sheath Blight,0.200711487
17.385,78.4867,0-5 cm,0.3605,25.5,0.4364,6.3,18.32,66.75,104.96,19,Healthy,0.200711487
17.385,78.4867,5-15 cm,0.5569,47.35,0.5852,5.91,22.19,54.21,132.97,14,Suboptimal Growth,0.200711487
17.385,78.4867,15-30 cm,0.1577,56.17,0.9931,5.21,25.65,71.49,134.42,21,Suboptimal Growth,0.200711487
17.385,78.4867,30-60 cm,0.4848,32.27,0.2604,6.31,28.99,94.88,158.05,5,Sheath Blight,0.200711487
17.385,78.4867,0-5 cm,0.2621,70,0.7027,4.39,15.88,58.88,106.69,15,Suboptimal Growth,0.200711487
17.385,78.4867,30-60 cm,0.6617,44.59,0.3286,7.07,29.15,66.37,53.68,9,Suboptimal Growth,0.200711487
17.385,78.4867,15-30 cm,0.5047,23.1,0.7626,5.52,23.65,61.09,194.31,12,Healthy,0.200711487
17.385,78.4867,5-15 cm,0.5561,38.44,0.2196,6.02,34.95,86.95,96.09,4,Suboptimal Growth,0.200711487
17.385,78.4867,0-5 cm,0.3111,38.64,0.4074,5.93,23.61,72.29,178.3,15,Healthy,0.200711487
17.385,78.4867,15-30 cm,0.6723,19.49,0.1074,7.14,28.39,91.49,196.38,20,Sheath Blight,0.200711487
17.385,78.4867,30-60 cm,0.3594,45.39,0.4953,6.42,30.83,91.24,185.95,21,Sheath Blight,0.200711487
17.385,78.4867,0-5 cm,0.5581,34.88,0.323,6.9,29.78,85.52,160.73,21,Rice Blast,0.200711487
17.385,78.4867,5-15 cm,0.7843,57.89,0.8785,4.73,30.84,62.37,176.45,15,Rice Blast,0.200711487
17.385,78.4867,30-60 cm,0.7586,42.3,0.7602,4.69,33.99,63.47,185.23,19,Rice Blast,0.200711487
17.385,78.4867,30-60 cm,0.3676,29.52,0.6962,6.25,24.89,62.72,155.39,8,Healthy,0.200711487
17.385,78.4867,0-5 cm,0.6545,38.67,0.3489,4.31,19.08,57.4,77,9,Suboptimal Growth,0.200711487
17.385,78.4867,5-15 cm,0.4552,33.42,0.1733,6.9,26.2,62.24,178.01,12,Sheath Blight,0.200711487
17.385,78.4867,0-5 cm,0.1615,51.36,0.4772,6.57,31.33,92.39,72.8,7,Suboptimal Growth,0.200711487
17.385,78.4867,5-15 cm,0.5108,59.8,0.3083,5.85,16.01,63.21,70.81,20,Suboptimal Growth,0.200711487
17.385,78.4867,0-5 cm,0.3827,20.15,0.5344,5.55,24.93,66.43,151.52,11,Healthy,0.200711487
17.385,78.4867,15-30 cm,0.4791,39.99,0.4997,6.69,29.9,92.14,297.89,4,Rice Blast,0.200711487
17.385,78.4867,5-15 cm,0.5126,40.01,0.1359,6.93,28.61,90.69,232.42,1,Sheath Blight,0.200711487
17.385,78.4867,5-15 cm,0.4595,22.37,0.4289,5.55,27.87,71.36,138.26,11,Healthy,0.200711487
17.385,78.4867,0-5 cm,0.3616,30.43,0.2302,5.99,26.35,71.6,128.92,13,Healthy,0.200711487
17.385,78.4867,5-15 cm,0.5375,30.24,0.9532,4.76,16.89,44.08,131.38,14,Suboptimal Growth,0.200711487
17.385,78.4867,5-15 cm,0.4343,32.84,0.2407,7.29,26.74,66.37,161.71,19,Sheath Blight,0.200711487
17.385,78.4867,5-15 cm,0.4406,22.17,0.4088,6.27,27.36,79.34,120.55,11,Healthy,0.200711487
17.385,78.4867,30-60 cm,0.7798,17.37,0.5763,6.81,16.07,43.32,127.99,15,Suboptimal Growth,0.200711487
17.385,78.4867,15-30 cm,0.259,41.99,0.1158,5.24,29.97,46.37,72.07,13,Suboptimal Growth,0.200711487
17.385,78.4867,5-15 cm,0.4771,41.14,0.4344,6.78,31.35,92.31,247.82,1,Sheath Blight,0.200711487
17.385,78.4867,5-15 cm,0.2293,16.32,0.7373,4.37,32.55,75.23,113.14,0,Suboptimal Growth,0.200711487
17.385,78.4867,5-15 cm,0.717,32.51,0.79,6.35,16.67,41.43,93.64,18,Suboptimal Growth,0.200711487
17.385,78.4867,30-60 cm,0.3581,40.78,0.6247,6.31,23.99,65,160.88,13,Healthy,0.200711487
17.385,78.4867,30-60 cm,0.261,43.44,0.3356,5.64,24.25,54.33,122.4,21,Healthy,0.200711487
17.385,78.4867,5-15 cm,0.3149,47.08,0.4179,6.28,26.55,61.64,109.84,9,Healthy,0.200711487
17.385,78.4867,15-30 cm,0.732,18.15,0.8333,6.08,33.65,85.2,73.91,15,Suboptimal Growth,0.200711487
17.385,78.4867,0-5 cm,0.2549,40.58,0.2237,5.77,24.05,61.72,197.01,21,Healthy,0.200711487
17.385,78.4867,0-5 cm,0.403,37.49,0.5108,6.19,24.82,60.48,105.26,13,Healthy,0.200711487
17.385,78.4867,5-15 cm,0.4311,28.8,0.236,6.38,24.94,68.19,102.5,8,Healthy,0.200711487
17.385,78.4867,15-30 cm,0.5389,22.57,0.3598,6.62,16.06,73.96,109.5,19,Suboptimal Growth,0.200711487
17.385,78.4867,0-5 cm,0.5433,42.43,0.4199,6,21.92,50.73,122.56,4,Healthy,0.200711487
17.385,78.4867,15-30 cm,0.6892,39.87,0.4731,4.52,33,74.25,189.9,12,Rice Blast,0.200711487
17.385,78.4867,15-30 cm,0.6359,42.1,0.7364,6.49,24.07,93.39,222.87,23,Rice Blast,0.200711487
17.385,78.4867,15-30 cm,0.5709,23.81,0.15,6.51,28.89,72.13,144.79,8,Sheath Blight,0.200711487
17.385,78.4867,5-15 cm,0.5766,45.85,0.3894,4.39,16.94,60.7,61.81,13,Suboptimal Growth,0.200711487
17.385,78.4867,5-15 cm,0.2039,30.87,0.4971,6.85,27.34,75.1,90.1,5,Suboptimal Growth,0.200711487
17.385,78.4867,30-60 cm,0.2591,37.81,0.6084,6.38,19.58,63.53,114.28,4,Healthy,0.200711487
17.385,78.4867,15-30 cm,0.6917,41.56,0.8466,4.98,34.41,79.4,194.9,12,Rice Blast,0.200711487
17.385,78.4867,5-15 cm,0.3172,28.51,0.4405,6.73,19.11,77.8,84.65,3,Suboptimal Growth,0.200711487
17.385,78.4867,30-60 cm,0.6933,38.3,0.268,6.85,18.71,76.7,74.03,1,Suboptimal Growth,0.200711487
17.385,78.4867,5-15 cm,0.5091,27.46,0.6747,6.42,24.8,51.82,107.8,4,Healthy,0.200711487
17.385,78.4867,0-5 cm,0.4388,25.85,0.2977,5.78,25.07,75.5,134.61,15,Healthy,0.200711487
17.385,78.4867,5-15 cm,0.3172,33.58,0.7992,6.3,23.47,65.82,148.93,21,Healthy,0.200711487
17.385,78.4867,15-30 cm,0.2735,20.75,0.4608,6.11,23.03,62.51,182.48,0,Healthy,0.200711487
17.385,78.4867,0-5 cm,0.641,38.84,0.3074,6.04,24.75,89.44,217.21,23,Rice Blast,0.200711487
17.385,78.4867,15-30 cm,0.4679,42.04,0.1321,7.37,25.3,78.39,194.05,8,Sheath Blight,0.200711487
17.385,78.4867,0-5 cm,0.3833,66.94,0.9435,4.97,33.81,63.12,87.48,2,Suboptimal Growth,0.200711487
17.385,78.4867,15-30 cm,0.7767,43.77,0.4018,4.57,28.8,72.13,113.99,11,Rice Blast,0.200711487
17.385,78.4867,5-15 cm,0.4552,24.77,0.1256,6.76,30.1,94.82,192.05,20,Sheath Blight,0.200711487
17.385,78.4867,30-60 cm,0.277,62.83,0.6198,5.25,27.49,92.28,95.26,18,Suboptimal Growth,0.200711487
17.385,78.4867,5-15 cm,0.4266,21.02,0.1042,6.64,28.43,65.54,103.94,18,Sheath Blight,0.200711487
17.385,78.4867,15-30 cm,0.4682,38.24,0.1406,7.6,27.28,69.05,108.47,9,Sheath Blight,0.200711487
17.385,78.4867,15-30 cm,0.6189,52.1,0.7119,5.08,33.36,72.7,174.66,14,Rice Blast,0.200711487
17.385,78.4867,5-15 cm,0.4942,33.79,0.4671,6.35,22.36,60.77,114.76,20,Healthy,0.200711487
17.385,78.4867,5-15 cm,0.3013,39.17,0.5074,5.84,27.72,62.41,158.84,12,Healthy,0.200711487
17.385,78.4867,30-60 cm,0.4891,47.49,0.2592,4.4,19.15,78.14,53.31,18,Suboptimal Growth,0.200711487
17.385,78.4867,0-5 cm,0.4526,26.37,0.4503,4.62,28.8,76.21,65.78,5,Suboptimal Growth,0.200711487
17.385,78.4867,30-60 cm,0.7849,48.99,0.379,4.84,28.11,75.2,119.24,17,Rice Blast,0.200711487
17.385,78.4867,30-60 cm,0.6098,50.19,0.9482,4.77,31.13,64.24,121.37,17,Rice Blast,0.200711487
17.385,78.4867,30-60 cm,0.3952,44.14,0.4568,6.44,30.38,94.97,163.24,0,Sheath Blight,0.200711487
17.385,78.4867,30-60 cm,0.6023,40.18,0.8004,5.81,24.7,88.78,225.85,1,Rice Blast,0.200711487
17.385,78.4867,0-5 cm,0.4597,29.54,0.9388,5.86,24.49,93.03,211.71,1,Rice Blast,0.200711487
17.385,78.4867,15-30 cm,0.6174,49.83,0.7222,5.33,33.27,76.58,107.91,12,Rice Blast,0.200711487
17.385,78.4867,0-5 cm,0.5049,22.89,0.165,6.64,26.95,61.19,161.14,8,Sheath Blight,0.200711487
17.385,78.4867,5-15 cm,0.5846,69.84,0.5703,6.69,25.48,81.75,117.73,6,Suboptimal Growth,0.200711487
17.385,78.4867,0-5 cm,0.5227,33.32,0.3977,4.77,34.31,91.45,103.35,2,Suboptimal Growth,0.200711487
17.385,78.4867,5-15 cm,0.5906,45.66,0.7453,6.02,25.63,67.26,189.73,12,Healthy,0.200711487
17.385,78.4867,5-15 cm,0.1725,60.32,0.6193,5.86,28.8,42.25,139.88,0,Suboptimal Growth,0.200711487
17.385,78.4867,5-15 cm,0.4106,39.49,0.7976,6.37,25.42,91.48,206.35,2,Rice Blast,0.200711487
17.385,78.4867,0-5 cm,0.421,38.8,0.2111,7.1,28.58,70.53,133.07,16,Sheath Blight,0.200711487
17.385,78.4867,15-30 cm,0.6277,39.52,0.6236,5.2,34.47,61.01,178.31,17,Rice Blast,0.200711487
17.385,78.4867,15-30 cm,0.5555,48.05,0.7112,5.54,25.35,85.26,173.54,22,Rice Blast,0.200711487
17.385,78.4867,15-30 cm,0.5871,24.07,0.2296,6.91,29.58,65.11,100.02,9,Sheath Blight,0.200711487
17.385,78.4867,15-30 cm,0.3426,10.61,0.1999,6.19,29.12,94.26,279.73,21,Sheath Blight,0.200711487
17.385,78.4867,30-60 cm,0.599,47.74,0.3895,5.78,26.86,67.92,135.92,10,Healthy,0.200711487
17.385,78.4867,0-5 cm,0.5275,27.3,0.1931,6.63,28.08,61.27,125.43,10,Sheath Blight,0.200711487
17.385,78.4867,30-60 cm,0.4213,19.15,0.3331,7.32,30.07,93.04,159.62,3,Sheath Blight,0.200711487
17.385,78.4867,5-15 cm,0.6473,57.93,0.9697,5.09,33.35,64.77,135.72,14,Rice Blast,0.200711487
17.385,78.4867,30-60 cm,0.363,7.72,0.4178,5.45,24.26,90.29,130.47,10,Suboptimal Growth,0.200711487
17.385,78.4867,30-60 cm,0.6564,39.55,0.4457,6.93,31.24,94.66,188.53,3,Sheath Blight,0.200711487
17.385,78.4867,5-15 cm,0.4779,15.5,0.4633,6.9,28.39,92.06,294.96,20,Sheath Blight,0.200711487
17.385,78.4867,30-60 cm,0.5327,31.86,0.5728,6.03,22.41,78.27,158.74,6,Healthy,0.200711487
17.385,78.4867,30-60 cm,0.7025,21.68,0.6093,6.95,20.64,77.52,119.18,8,Suboptimal Growth,0.200711487
17.385,78.4867,5-15 cm,0.2302,53.76,0.9252,4.74,15.51,82.9,139.32,0,Suboptimal Growth,0.200711487
17.385,78.4867,5-15 cm,0.4962,44.1,0.8229,5.67,22.14,87.94,260.89,3,Rice Blast,0.200711487
17.385,78.4867,15-30 cm,0.5007,32.31,0.1712,7,33.05,66.75,78.23,5,Suboptimal Growth,0.200711487
17.385,78.4867,15-30 cm,0.3048,20.25,0.6811,6.16,26.64,67.26,198.68,9,Healthy,0.200711487
17.385,78.4867,0-5 cm,0.6364,55.93,0.4005,4.63,28.4,61.24,112.6,19,Rice Blast,0.200711487
17.385,78.4867,30-60 cm,0.4488,16.65,0.5228,5.98,19.93,42.25,59.17,22,Suboptimal Growth,0.200711487
17.385,78.4867,5-15 cm,0.2235,36.32,0.9818,4.86,16.06,74.47,70.46,2,Suboptimal Growth,0.200711487
17.385,78.4867,5-15 cm,0.7936,52.31,0.3148,5.36,32.82,75.01,171.55,16,Rice Blast,0.200711487
17.385,78.4867,30-60 cm,0.647,55,0.4362,5.44,31.46,76.31,111.85,14,Rice Blast,0.200711487
17.385,78.4867,0-5 cm,0.1205,34.71,0.8592,5.75,30.36,89.5,95.56,21,Suboptimal Growth,0.200711487
17.385,78.4867,5-15 cm,0.4183,47.1,0.523,6.34,29.88,50.58,128.72,15,Suboptimal Growth,0.200711487
17.385,78.4867,30-60 cm,0.4327,47.28,0.6496,6.3,26.34,76.16,110.98,14,Healthy,0.200711487
17.385,78.4867,5-15 cm,0.5317,25.88,0.2793,6.6,28.24,72.17,122.8,13,Sheath Blight,0.200711487
17.385,78.4867,30-60 cm,0.6432,47.15,0.1122,6.8,29.01,94.97,161.33,5,Sheath Blight,0.200711487
17.385,78.4867,0-5 cm,0.6888,44.47,0.8558,4.84,33.62,64.44,156.34,13,Rice Blast,0.200711487
17.385,78.4867,5-15 cm,0.4978,48.32,0.3115,6.19,23.01,69.32,130.3,13,Healthy,0.200711487
17.385,78.4867,5-15 cm,0.3143,42,0.7328,6.07,27.56,63.37,123.84,10,Healthy,0.200711487
17.385,78.4867,15-30 cm,0.2938,28.95,0.6587,5.9,19.21,55.12,188.79,18,Healthy,0.200711487
17.385,78.4867,0-5 cm,0.7837,34.21,0.861,4.95,28.34,60.99,125.66,16,Rice Blast,0.200711487
17.385,78.4867,5-15 cm,0.5302,46.37,0.1865,7.33,29.2,65.81,154.43,15,Sheath Blight,0.200711487
17.385,78.4867,0-5 cm,0.5043,27.16,0.1367,7.86,25.01,73.76,167.74,11,Sheath Blight,0.200711487
17.385,78.4867,5-15 cm,0.5761,35.32,0.3074,6.44,24.67,94.69,177.09,21,Rice Blast,0.200711487
17.385,78.4867,0-5 cm,0.4274,29.04,0.222,6.64,29,91.22,153.24,5,Sheath Blight,0.200711487
17.385,78.4867,0-5 cm,0.3777,67.98,0.6495,5.69,26.83,79.98,89.38,1,Suboptimal Growth,0.200711487
17.385,78.4867,30-60 cm,0.3261,52.13,0.4877,6.29,17.24,40.07,111.22,7,Suboptimal Growth,0.200711487
17.385,78.4867,0-5 cm,0.5096,26.64,0.5145,5.56,23.64,51.25,194.59,0,Healthy,0.200711487
17.385,78.4867,30-60 cm,0.5719,30.44,0.9589,6.15,22.99,71.36,61.82,21,Suboptimal Growth,0.200711487
17.385,78.4867,15-30 cm,0.3255,18.8,0.3076,7.09,30.66,91.8,216.88,20,Sheath Blight,0.200711487
17.385,78.4867,0-5 cm,0.5355,46.39,0.3912,6.68,30.89,91.42,249.37,21,Sheath Blight,0.200711487
17.385,78.4867,5-15 cm,0.2938,16.78,0.4546,5,15.5,59.13,114.86,11,Suboptimal Growth,0.200711487
17.385,78.4867,0-5 cm,0.5238,23.29,0.6455,5.92,19.05,52.85,165.9,20,Healthy,0.200711487
17.385,78.4867,5-15 cm,0.4835,40.9,0.4081,5.63,16.26,74.6,57.03,11,Suboptimal Growth,0.200711487
17.385,78.4867,5-15 cm,0.7218,54.66,0.6312,4.63,29.91,72.62,105.94,9,Rice Blast,0.200711487
17.385,78.4867,0-5 cm,0.4975,37.3,0.4388,5.76,19.15,51.48,150.63,21,Healthy,0.200711487
17.385,78.4867,0-5 cm,0.4886,37.4,0.8078,6.45,25.27,85.42,170.58,21,Rice Blast,0.200711487
17.385,78.4867,0-5 cm,0.3814,47.41,0.4899,6.06,25.75,67.46,139.22,15,Healthy,0.200711487
17.385,78.4867,30-60 cm,0.6655,51.04,0.3499,6.38,30.23,76.76,69.25,18,Suboptimal Growth,0.200711487
17.385,78.4867,30-60 cm,0.4735,45.96,0.1183,7.74,27.54,77.65,157.39,14,Sheath Blight,0.200711487
17.385,78.4867,0-5 cm,0.2356,30.07,0.5214,5.61,23.63,58.15,144.15,19,Healthy,0.200711487
17.385,78.4867,30-60 cm,0.4484,51.99,0.3905,6.97,33.78,40.56,96.96,13,Suboptimal Growth,0.200711487
17.385,78.4867,15-30 cm,0.3704,24.88,0.7758,6.38,25.3,78.89,163.65,16,Healthy,0.200711487
17.385,78.4867,0-5 cm,0.4095,20.45,0.3903,5.71,20.32,53.63,106.92,20,Healthy,0.200711487
17.385,78.4867,5-15 cm,0.4414,27.31,0.2413,7.9,28.27,62.18,126.39,11,Sheath Blight,0.200711487
17.385,78.4867,30-60 cm,0.5122,26.89,0.6965,5.77,30.04,89.38,150.61,3,Rice Blast,0.200711487
17.385,78.4867,0-5 cm,0.5701,11.48,0.1373,5.94,28.46,72.16,122.38,9,Suboptimal Growth,0.200711487
17.385,78.4867,30-60 cm,0.3295,36.6,0.4431,6.48,24.08,65,156.15,4,Healthy,0.200711487
17.385,78.4867,30-60 cm,0.4158,33.41,0.3719,5.88,28.55,85.97,156.33,22,Rice Blast,0.200711487
17.385,78.4867,5-15 cm,0.6165,51.76,0.7854,5.12,30.17,63.6,157.23,16,Rice Blast,0.200711487
17.385,78.4867,0-5 cm,0.4789,29.19,0.3287,4.2,28.89,54.06,102.69,19,Suboptimal Growth,0.200711487
17.385,78.4867,0-5 cm,0.4171,43.03,0.3861,6.85,28.33,93.4,294.25,3,Sheath Blight,0.200711487
17.385,78.4867,0-5 cm,0.3962,21.48,0.7648,6.06,23.98,56.57,187.92,1,Healthy,0.200711487
17.385,78.4867,30-60 cm,0.2071,20.31,0.5008,6.41,25.24,75.15,166.02,6,Healthy,0.200711487
17.385,78.4867,30-60 cm,0.2449,37.92,0.4809,4.63,28.77,81.52,66.85,1,Suboptimal Growth,0.200711487
17.385,78.4867,5-15 cm,0.7622,38.18,0.7891,7.3,24.25,65.58,89.83,19,Suboptimal Growth,0.200711487
17.385,78.4867,5-15 cm,0.6277,28.98,0.7139,6.15,23.33,89.7,152.01,3,Rice Blast,0.200711487
17.385,78.4867,15-30 cm,0.3226,49.85,0.732,5.15,22.98,81.29,142.24,4,Suboptimal Growth,0.200711487
17.385,78.4867,5-15 cm,0.5529,49.93,0.6151,5.58,24.05,85.86,228.57,3,Rice Blast,0.200711487
17.385,78.4867,15-30 cm,0.5729,41.38,0.4102,5.53,22.37,66.09,108.61,6,Healthy,0.200711487
17.385,78.4867,0-5 cm,0.5784,33.61,0.1884,7.22,25.68,74.25,177.26,9,Sheath Blight,0.200711487
17.385,78.4867,30-60 cm,0.57,27.52,0.2968,7.49,31.22,91.73,155.21,1,Sheath Blight,0.200711487
17.385,78.4867,0-5 cm,0.4358,35.35,0.171,6.8,28.17,64.34,167.8,10,Sheath Blight,0.200711487
17.385,78.4867,30-60 cm,0.6848,34.62,0.342,6.65,28.18,90.36,199.27,5,Sheath Blight,0.200711487
17.385,78.4867,0-5 cm,0.7451,31.66,0.1585,5.49,17.9,73.11,101.2,12,Suboptimal Growth,0.200711487
17.385,78.4867,15-30 cm,0.6629,17.53,0.4904,4.19,33.45,42.41,144.55,3,Suboptimal Growth,0.200711487
17.385,78.4867,30-60 cm,0.5724,34.26,0.444,6.63,31.44,93.13,178.18,5,Sheath Blight,0.200711487
17.385,78.4867,30-60 cm,0.3986,47.35,0.2673,6.54,28.12,92.45,261.96,1,Sheath Blight,0.200711487
17.385,78.4867,5-15 cm,0.6184,62.42,0.7462,6.63,23.72,54.85,87.6,5,Suboptimal Growth,0.200711487
17.385,78.4867,0-5 cm,0.4872,42.44,0.4204,5.92,25.99,74.9,125.23,7,Healthy,0.200711487
17.385,78.4867,0-5 cm,0.5639,39.16,0.9058,5.95,28.26,88.57,266.15,2,Rice Blast,0.200711487
17.385,78.4867,0-5 cm,0.7291,50.79,0.4915,5.5,31.17,64.72,101.14,11,Rice Blast,0.200711487
17.385,78.4867,5-15 cm,0.3783,35.29,0.5228,6.07,26.23,64.12,121.32,8,Healthy,0.200711487
17.385,78.4867,30-60 cm,0.4632,34.83,0.1876,7.77,29.26,68.06,152.43,16,Sheath Blight,0.200711487
17.385,78.4867,0-5 cm,0.1812,53.05,0.3915,5.64,29.05,94.66,135.46,5,Suboptimal Growth,0.200711487
17.385,78.4867,15-30 cm,0.5532,38.29,0.615,5.77,19.92,65.45,127.63,20,Healthy,0.200711487
17.385,78.4867,15-30 cm,0.2417,54.8,0.4409,7.23,24.1,78.33,136.5,15,Suboptimal Growth,0.200711487
17.385,78.4867,30-60 cm,0.4186,44.03,0.1969,7.06,31.86,92.86,289.28,23,Sheath Blight,0.200711487
17.385,78.4867,30-60 cm,0.759,38.71,0.6971,4.62,31.88,71.66,159.71,9,Rice Blast,0.200711487
17.385,78.4867,15-30 cm,0.5164,25.36,0.205,7.54,27.75,68.39,109.17,15,Sheath Blight,0.200711487
17.385,78.4867,30-60 cm,0.6533,22.51,0.6474,5.34,24.49,91.89,52.64,22,Suboptimal Growth,0.200711487
17.385,78.4867,0-5 cm,0.6999,45.18,0.3285,5.44,28.4,74.88,149.62,15,Rice Blast,0.200711487
17.385,78.4867,0-5 cm,0.6865,51.35,0.8649,5.81,21.68,49.61,56.6,19,Suboptimal Growth,0.200711487
17.385,78.4867,5-15 cm,0.5429,29.09,0.2186,6.59,25.23,71.59,157.27,12,Sheath Blight,0.200711487
17.385,78.4867,0-5 cm,0.5617,37.01,0.9335,5.7,25.99,89.93,286.7,4,Rice Blast,0.200711487
