Latitude,Longitude,Depth,Nitrogen (g/kg),Phosphorus (mg/kg),Potassium (cmol/kg),pH,Temperature (°C),Humidity (%),Rainfall (mm),Time of Day (Hour),Disease
17.385,78.4867,15-30 cm,0.7494,23.79,0.1846,5.18,18.43,50.3,50.65,17,Suboptimal Growth
17.385,78.4867,15-30 cm,0.4537,21.47,0.766,6.06,24.94,67.2,180.19,11,Healthy
17.385,78.4867,0-5 cm,0.2855,66.57,0.8699,4.06,23.62,64.47,88.45,9,Suboptimal Growth
17.385,78.4867,5-15 cm,0.6873,51.3,0.5481,5.04,33.15,70.4,141.23,3,Suboptimal Growth
17.385,78.4867,30-60 cm,0.3453,45.14,0.6706,6.22,23.22,62.01,160.63,15,Healthy
17.385,78.4867,5-15 cm,0.2842,32.46,0.413,5.84,18.02,58.01,163.25,23,Healthy
17.385,78.4867,0-5 cm,0.5075,61.81,0.543,5.79,16.26,77.1,116.16,6,Suboptimal Growth
17.385,78.4867,15-30 cm,0.6635,27.82,0.1828,4.34,33.3,62.68,119.37,6,Suboptimal Growth
17.385,78.4867,15-30 cm,0.5709,42.59,0.4779,6.53,30.32,94.77,258.3,2,Sheath Blight
17.385,78.4867,15-30 cm,0.6573,29.31,0.9879,6.64,25.95,94.69,253.32,22,Rice Blast
17.385,78.4867,30-60 cm,0.6003,59.83,0.5642,4.79,29.54,75.47,141.71,15,Rice Blast
17.385,78.4867,0-5 cm,0.3168,34.96,0.3986,6.12,27.65,79.72,167.91,16,Healthy
17.385,78.4867,15-30 cm,0.4977,24.04,0.3831,5.87,18.84,59.36,106.66,19,Healthy
17.385,78.4867,5-15 cm,0.4778,47.73,0.3298,5.73,20.5,54.42,163.73,22,Healthy
17.385,78.4867,0-5 cm,0.4607,47.13,0.7271,7.03,28.89,60.88,57.04,4,Suboptimal Growth
17.385,78.4867,5-15 cm,0.4677,44.68,0.4267,7.0,31.45,91.99,278.91,5,Sheath Blight
17.385,78.4867,5-15 cm,0.7813,43.0,0.995,5.07,33.33,78.74,133.22,15,Rice Blast
17.385,78.4867,15-30 cm,0.4744,46.8,0.4306,5.96,26.74,64.59,166.91,17,Healthy
17.385,78.4867,5-15 cm,0.7539,39.33,0.6617,4.62,33.68,66.87,185.48,18,Rice Blast
17.385,78.4867,30-60 cm,0.4225,29.84,0.4059,6.1,27.11,61.76,164.63,7,Healthy
17.385,78.4867,15-30 cm,0.2717,33.21,0.1608,5.6,27.67,50.59,125.5,7,Suboptimal Growth
17.385,78.4867,5-15 cm,0.2144,24.54,0.2816,5.84,22.91,64.24,196.08,4,Healthy
17.385,78.4867,15-30 cm,0.2731,20.22,0.3757,4.45,28.28,85.5,66.95,13,Suboptimal Growth
17.385,78.4867,30-60 cm,0.1027,55.5,0.8777,6.32,16.97,87.72,133.53,11,Suboptimal Growth
17.385,78.4867,0-5 cm,0.4042,32.24,0.3881,6.76,28.0,88.97,150.58,1,Rice Blast
17.385,78.4867,5-15 cm,0.3481,44.78,0.5963,5.82,21.2,56.82,179.45,22,Healthy
17.385,78.4867,30-60 cm,0.4899,37.94,0.2222,7.86,29.13,63.6,132.71,17,Sheath Blight
17.385,78.4867,0-5 cm,0.1112,21.53,0.2327,6.1,34.16,83.14,62.53,23,Suboptimal Growth
17.385,78.4867,15-30 cm,0.4121,20.48,0.2938,6.53,28.6,71.09,156.76,11,Sheath Blight
17.385,78.4867,30-60 cm,0.3586,43.66,0.583,5.87,24.21,60.67,140.82,18,Healthy
17.385,78.4867,15-30 cm,0.7101,46.97,0.9532,4.57,28.1,73.86,131.66,8,Rice Blast
17.385,78.4867,5-15 cm,0.5616,26.96,0.6834,5.65,19.26,54.65,139.89,5,Healthy
17.385,78.4867,5-15 cm,0.4865,20.79,0.4972,5.74,22.59,94.0,228.31,2,Rice Blast
17.385,78.4867,15-30 cm,0.6596,69.2,0.4337,5.07,34.38,70.6,120.53,9,Suboptimal Growth
17.385,78.4867,0-5 cm,0.4812,46.32,0.2968,6.82,30.75,90.33,295.83,2,Sheath Blight
17.385,78.4867,15-30 cm,0.6545,20.58,0.3071,5.56,23.67,93.16,179.34,23,Rice Blast
17.385,78.4867,0-5 cm,0.5225,22.25,0.2385,7.48,29.03,76.81,113.56,13,Sheath Blight
17.385,78.4867,15-30 cm,0.3143,23.49,0.2039,7.28,30.71,94.02,236.58,5,Sheath Blight
17.385,78.4867,30-60 cm,0.5066,46.44,0.4718,6.41,27.29,90.76,179.87,4,Rice Blast
17.385,78.4867,15-30 cm,0.6905,36.0,0.6381,4.88,34.08,75.77,128.1,6,Rice Blast
17.385,78.4867,5-15 cm,0.5505,42.49,0.2889,6.35,27.59,64.56,164.75,11,Healthy
17.385,78.4867,0-5 cm,0.5394,20.6,0.7705,5.91,24.62,69.43,115.6,15,Healthy
17.385,78.4867,15-30 cm,0.1823,58.84,0.3311,5.61,33.71,55.75,95.71,23,Suboptimal Growth
17.385,78.4867,15-30 cm,0.7743,51.65,0.7543,5.45,29.67,68.91,192.97,11,Rice Blast
17.385,78.4867,5-15 cm,0.5188,23.95,0.7232,6.38,20.82,51.39,150.8,22,Healthy
17.385,78.4867,0-5 cm,0.545,29.17,0.5111,6.1,22.31,85.93,277.89,1,Rice Blast
17.385,78.4867,30-60 cm,0.1235,43.59,0.5115,5.17,16.52,67.61,134.61,4,Suboptimal Growth
17.385,78.4867,15-30 cm,0.6467,21.09,0.4213,5.87,24.79,88.82,207.58,1,Rice Blast
17.385,78.4867,5-15 cm,0.1971,58.97,0.5404,5.46,24.91,47.6,131.47,9,Suboptimal Growth
17.385,78.4867,15-30 cm,0.5718,29.69,0.4662,6.4,23.96,61.42,119.23,3,Healthy
17.385,78.4867,5-15 cm,0.3973,27.59,0.4877,7.44,30.7,90.56,158.12,21,Sheath Blight
17.385,78.4867,5-15 cm,0.405,47.32,0.7106,5.66,25.04,77.4,153.74,14,Healthy
17.385,78.4867,30-60 cm,0.2671,16.64,0.6211,6.94,19.94,77.0,68.11,13,Suboptimal Growth
17.385,78.4867,30-60 cm,0.6861,28.85,0.3845,7.31,30.7,90.59,164.77,23,Sheath Blight
17.385,78.4867,5-15 cm,0.4953,37.86,0.9879,4.1,21.33,66.21,79.68,11,Suboptimal Growth
17.385,78.4867,0-5 cm,0.7285,48.08,0.337,7.01,25.91,53.7,131.65,3,Suboptimal Growth
17.385,78.4867,30-60 cm,0.5499,30.6,0.6645,5.84,26.67,63.58,130.2,14,Healthy
17.385,78.4867,30-60 cm,0.7818,21.65,0.1504,7.46,30.4,53.54,85.43,0,Suboptimal Growth
17.385,78.4867,5-15 cm,0.6644,22.71,0.3012,4.05,32.33,67.36,71.21,20,Suboptimal Growth
17.385,78.4867,30-60 cm,0.5744,21.65,0.6278,5.79,29.32,88.57,183.72,1,Rice Blast
17.385,78.4867,30-60 cm,0.7836,41.03,0.5482,4.8,32.73,77.22,195.59,8,Rice Blast
17.385,78.4867,15-30 cm,0.1736,15.18,0.6843,6.74,31.54,71.24,97.63,15,Suboptimal Growth
17.385,78.4867,30-60 cm,0.6483,45.6,0.9234,5.13,28.3,79.88,197.8,18,Rice Blast
17.385,78.4867,15-30 cm,0.5959,20.1,0.9299,5.57,24.25,47.79,133.33,10,Suboptimal Growth
17.385,78.4867,5-15 cm,0.6513,41.24,0.3184,6.02,31.28,94.47,175.85,21,Rice Blast
17.385,78.4867,5-15 cm,0.3607,47.31,0.1545,6.03,30.17,91.79,287.96,0,Sheath Blight
17.385,78.4867,30-60 cm,0.6686,49.05,0.4771,5.32,32.93,62.56,175.68,7,Rice Blast
17.385,78.4867,5-15 cm,0.5728,28.15,0.2923,6.22,28.44,93.9,249.86,0,Sheath Blight
17.385,78.4867,15-30 cm,0.5352,31.02,0.7685,5.69,26.6,48.5,71.01,8,Suboptimal Growth
17.385,78.4867,5-15 cm,0.6337,38.84,0.7517,5.94,26.96,89.04,232.43,23,Rice Blast
17.385,78.4867,0-5 cm,0.2553,40.52,0.6362,5.81,26.27,60.94,100.26,15,Healthy
17.385,78.4867,30-60 cm,0.5068,22.93,0.6068,5.95,23.11,61.38,123.75,21,Healthy
17.385,78.4867,5-15 cm,0.5396,28.64,0.1988,6.06,31.43,93.64,173.68,20,Sheath Blight
17.385,78.4867,30-60 cm,0.5192,33.39,0.3451,6.89,22.59,85.53,222.35,3,Rice Blast
17.385,78.4867,5-15 cm,0.6264,51.73,0.683,5.24,32.58,69.38,176.83,14,Rice Blast
17.385,78.4867,15-30 cm,0.1902,56.38,0.5302,6.86,15.09,63.3,103.23,14,Suboptimal Growth
17.385,78.4867,15-30 cm,0.2312,25.36,0.7496,5.82,23.42,68.03,181.62,0,Healthy
17.385,78.4867,0-5 cm,0.5377,43.71,0.3113,7.21,22.59,81.44,142.23,9,Suboptimal Growth
17.385,78.4867,30-60 cm,0.2539,43.18,0.4751,5.98,21.47,54.5,128.13,20,Healthy
17.385,78.4867,30-60 cm,0.1445,69.39,0.4658,5.42,28.15,80.13,109.53,16,Suboptimal Growth
17.385,78.4867,5-15 cm,0.5178,31.85,0.1299,6.66,28.28,65.33,145.19,6,Sheath Blight
17.385,78.4867,5-15 cm,0.7788,41.76,0.8055,4.97,28.61,67.3,154.81,6,Rice Blast
17.385,78.4867,0-5 cm,0.4922,26.38,0.8858,6.62,22.59,88.02,212.14,22,Rice Blast
17.385,78.4867,15-30 cm,0.7829,48.24,0.8034,4.72,32.29,64.46,156.12,12,Rice Blast
17.385,78.4867,0-5 cm,0.481,44.37,0.6133,5.87,29.35,87.66,236.64,21,Rice Blast
17.385,78.4867,0-5 cm,0.555,33.72,0.7944,6.78,32.13,56.06,113.84,6,Suboptimal Growth
17.385,78.4867,5-15 cm,0.137,40.04,0.7201,4.21,31.39,69.54,109.09,22,Suboptimal Growth
17.385,78.4867,5-15 cm,0.5775,49.49,0.4257,6.44,23.74,60.37,103.2,19,Healthy
17.385,78.4867,5-15 cm,0.2912,50.78,0.5502,7.4,18.62,52.87,103.22,4,Suboptimal Growth
17.385,78.4867,30-60 cm,0.4699,31.6,0.326,6.46,30.34,93.57,155.09,5,Sheath Blight
17.385,78.4867,5-15 cm,0.4938,22.55,0.8173,6.35,31.4,89.35,241.11,20,Rice Blast
17.385,78.4867,30-60 cm,0.4969,32.14,0.2823,6.42,22.9,56.16,107.83,23,Healthy
17.385,78.4867,5-15 cm,0.2852,45.76,0.3751,6.23,26.22,72.05,187.7,11,Healthy
17.385,78.4867,15-30 cm,0.4545,47.25,0.4194,5.45,30.07,45.69,136.19,21,Suboptimal Growth
17.385,78.4867,0-5 cm,0.4595,33.66,0.2675,7.16,25.36,62.39,175.14,7,Sheath Blight
17.385,78.4867,15-30 cm,0.676,49.64,0.5705,6.17,28.15,85.67,228.46,4,Rice Blast
17.385,78.4867,0-5 cm,0.2952,34.19,0.3161,5.83,26.19,71.35,147.43,12,Healthy
17.385,78.4867,5-15 cm,0.6827,17.41,0.3337,6.97,30.11,93.01,206.99,5,Sheath Blight
17.385,78.4867,30-60 cm,0.4108,36.71,0.7283,5.75,25.4,86.12,260.18,20,Rice Blast
17.385,78.4867,30-60 cm,0.5638,13.24,0.6965,5.63,34.28,44.61,105.5,13,Suboptimal Growth
17.385,78.4867,30-60 cm,0.5075,32.34,0.9622,5.73,31.76,87.98,226.72,21,Rice Blast
17.385,78.4867,0-5 cm,0.2467,23.18,0.7416,6.43,20.46,63.51,167.71,5,Healthy
17.385,78.4867,5-15 cm,0.5467,29.38,0.1598,5.44,30.79,80.58,94.04,17,Suboptimal Growth
17.385,78.4867,0-5 cm,0.3237,49.95,0.4617,6.02,21.89,64.82,126.04,4,Healthy
17.385,78.4867,30-60 cm,0.4675,20.28,0.3415,6.04,23.46,60.29,176.65,17,Healthy
17.385,78.4867,15-30 cm,0.4325,11.9,0.6182,6.4,17.53,41.75,141.76,4,Suboptimal Growth
17.385,78.4867,15-30 cm,0.1544,15.82,0.6246,6.9,21.71,80.04,73.92,13,Suboptimal Growth
17.385,78.4867,15-30 cm,0.1763,63.75,0.1162,5.45,34.04,46.78,125.88,2,Suboptimal Growth
17.385,78.4867,0-5 cm,0.6518,52.1,0.4542,4.87,29.96,76.58,116.17,14,Rice Blast
17.385,78.4867,15-30 cm,0.5413,25.87,0.5556,6.23,23.08,53.44,104.37,21,Healthy
17.385,78.4867,15-30 cm,0.3879,12.63,0.4894,6.81,29.8,94.11,282.65,5,Sheath Blight
17.385,78.4867,5-15 cm,0.1285,67.0,0.851,4.9,26.72,66.92,63.58,2,Suboptimal Growth
17.385,78.4867,5-15 cm,0.5177,34.02,0.1666,7.85,27.2,75.55,193.67,12,Sheath Blight
17.385,78.4867,5-15 cm,0.4548,44.76,0.4704,5.52,24.24,50.81,103.55,3,Healthy
17.385,78.4867,30-60 cm,0.4154,34.34,0.6398,6.28,24.59,88.26,152.89,22,Rice Blast
17.385,78.4867,15-30 cm,0.451,24.32,0.7388,5.42,25.6,74.8,74.12,10,Suboptimal Growth
17.385,78.4867,15-30 cm,0.7207,54.46,0.3492,5.22,29.6,62.54,184.0,14,Rice Blast
17.385,78.4867,15-30 cm,0.3868,42.46,0.476,6.89,31.32,93.72,155.42,4,Sheath Blight
17.385,78.4867,5-15 cm,0.6203,24.62,0.6636,6.7,26.93,87.94,279.85,2,Rice Blast
17.385,78.4867,0-5 cm,0.2215,29.35,0.5697,6.11,23.26,63.66,116.44,23,Healthy
17.385,78.4867,30-60 cm,0.5874,66.87,0.5914,6.43,34.36,62.0,105.59,7,Suboptimal Growth
17.385,78.4867,5-15 cm,0.5451,35.21,0.5504,5.25,29.56,77.6,147.85,5,Suboptimal Growth
17.385,78.4867,0-5 cm,0.6164,38.31,0.3699,5.12,34.35,78.41,114.06,18,Rice Blast
17.385,78.4867,0-5 cm,0.6698,18.86,0.6492,4.95,32.82,45.91,145.3,14,Suboptimal Growth
17.385,78.4867,15-30 cm,0.5007,42.07,0.5298,5.57,26.44,69.12,162.13,13,Healthy
17.385,78.4867,0-5 cm,0.1322,24.24,0.8055,7.19,15.16,69.54,119.45,9,Suboptimal Growth
17.385,78.4867,15-30 cm,0.6361,11.67,0.1273,4.35,33.26,70.92,149.79,1,Suboptimal Growth
17.385,78.4867,30-60 cm,0.7509,36.21,0.4285,4.53,18.75,79.18,111.91,12,Suboptimal Growth
17.385,78.4867,5-15 cm,0.6394,17.3,0.3362,7.4,31.11,94.07,242.32,23,Sheath Blight
17.385,78.4867,0-5 cm,0.6297,34.74,0.2114,6.57,30.41,91.57,267.64,21,Sheath Blight
17.385,78.4867,0-5 cm,0.5203,30.66,0.3041,6.18,31.85,93.2,233.11,22,Sheath Blight
17.385,78.4867,0-5 cm,0.5728,37.46,0.8328,6.26,26.31,89.22,291.1,3,Rice Blast
17.385,78.4867,5-15 cm,0.5617,9.31,0.207,6.53,20.89,88.29,93.99,19,Suboptimal Growth
17.385,78.4867,30-60 cm,0.4994,38.26,0.1333,7.23,26.42,74.86,125.83,10,Sheath Blight
17.385,78.4867,5-15 cm,0.7076,34.25,0.7669,5.15,32.4,64.21,171.23,12,Rice Blast
17.385,78.4867,30-60 cm,0.7982,41.84,0.9488,4.64,32.08,69.43,144.38,7,Rice Blast
17.385,78.4867,15-30 cm,0.6424,46.54,0.9672,6.14,27.25,94.69,100.49,19,Suboptimal Growth
17.385,78.4867,30-60 cm,0.5648,47.51,0.209,7.13,27.68,70.12,106.57,19,Sheath Blight
17.385,78.4867,5-15 cm,0.3179,39.23,0.1379,6.07,28.72,93.95,290.77,23,Sheath Blight
17.385,78.4867,5-15 cm,0.6864,43.36,0.8836,5.27,30.04,64.9,132.44,19,Rice Blast
17.385,78.4867,30-60 cm,0.7702,10.27,0.7761,6.13,15.95,52.97,78.72,19,Suboptimal Growth
17.385,78.4867,15-30 cm,0.5016,49.91,0.2662,7.68,29.15,77.75,109.18,19,Sheath Blight
17.385,78.4867,30-60 cm,0.6139,39.26,0.875,4.8,28.3,73.73,190.34,8,Rice Blast
17.385,78.4867,5-15 cm,0.6468,67.76,0.1236,4.33,15.03,61.52,95.67,2,Suboptimal Growth
17.385,78.4867,5-15 cm,0.2449,26.46,0.5271,5.63,22.04,76.97,119.81,17,Healthy
17.385,78.4867,15-30 cm,0.2809,36.88,0.4929,5.79,22.89,54.36,143.11,19,Healthy
17.385,78.4867,0-5 cm,0.6783,29.92,0.4085,6.25,31.37,92.48,177.22,4,Sheath Blight
17.385,78.4867,15-30 cm,0.4045,44.54,0.4443,6.68,28.18,92.1,212.45,20,Sheath Blight
17.385,78.4867,15-30 cm,0.5329,35.75,0.2762,7.12,27.39,66.22,137.96,11,Sheath Blight
17.385,78.4867,15-30 cm,0.5497,26.48,0.3651,6.1,23.82,70.1,171.13,16,Healthy
17.385,78.4867,15-30 cm,0.4737,48.43,0.3681,5.99,21.0,67.11,112.83,2,Healthy
17.385,78.4867,30-60 cm,0.7601,53.43,0.8902,5.09,29.46,74.06,174.24,8,Rice Blast
17.385,78.4867,30-60 cm,0.4177,30.43,0.2232,6.49,21.36,58.99,120.64,4,Healthy
17.385,78.4867,30-60 cm,0.4982,46.31,0.7408,6.91,27.8,88.52,284.12,1,Rice Blast
17.385,78.4867,0-5 cm,0.5738,31.65,0.1232,7.68,25.72,72.64,168.41,6,Sheath Blight
17.385,78.4867,5-15 cm,0.6722,46.68,0.8044,6.0,24.8,67.9,93.82,5,Suboptimal Growth
17.385,78.4867,15-30 cm,0.6555,39.03,0.4442,5.29,34.14,79.73,170.73,8,Rice Blast
17.385,78.4867,5-15 cm,0.4689,31.73,0.2782,7.66,27.52,65.55,189.91,15,Sheath Blight
17.385,78.4867,30-60 cm,0.7608,42.43,0.5165,5.19,32.7,75.88,108.9,19,Rice Blast
17.385,78.4867,0-5 cm,0.41,33.53,0.3947,6.95,29.28,91.81,235.89,4,Sheath Blight
17.385,78.4867,0-5 cm,0.4168,27.94,0.2169,7.67,25.21,78.54,140.99,9,Sheath Blight
17.385,78.4867,0-5 cm,0.5605,11.75,0.3921,6.95,30.41,94.54,155.42,3,Sheath Blight
17.385,78.4867,30-60 cm,0.4628,37.4,0.9622,6.73,22.47,91.92,184.2,3,Rice Blast
17.385,78.4867,30-60 cm,0.344,35.85,0.406,6.77,31.88,50.82,142.87,14,Suboptimal Growth
17.385,78.4867,0-5 cm,0.74,37.62,0.6118,5.05,31.39,73.06,198.3,12,Rice Blast
17.385,78.4867,30-60 cm,0.2308,36.03,0.6505,6.13,27.31,60.05,190.67,13,Healthy
17.385,78.4867,15-30 cm,0.5176,27.02,0.2184,7.41,29.35,76.24,160.66,14,Sheath Blight
17.385,78.4867,15-30 cm,0.7305,53.89,0.7452,4.82,33.6,78.37,185.32,16,Rice Blast
17.385,78.4867,15-30 cm,0.4425,22.25,0.1666,7.89,25.13,73.05,106.71,14,Sheath Blight
17.385,78.4867,30-60 cm,0.215,28.29,0.7508,6.37,18.71,67.74,191.09,5,Healthy
17.385,78.4867,30-60 cm,0.461,40.05,0.2726,6.58,25.44,62.89,199.79,10,Sheath Blight
17.385,78.4867,0-5 cm,0.4005,48.66,0.6784,6.39,22.41,85.54,160.61,3,Rice Blast
17.385,78.4867,30-60 cm,0.2859,26.16,0.5264,6.05,20.98,59.22,150.3,3,Healthy
17.385,78.4867,0-5 cm,0.3936,24.33,0.5398,6.44,25.42,62.77,139.52,17,Healthy
17.385,78.4867,15-30 cm,0.7572,50.8,0.8544,4.54,28.1,70.85,175.31,19,Rice Blast
17.385,78.4867,30-60 cm,0.7403,48.02,0.5339,5.06,33.13,76.13,152.84,16,Rice Blast
17.385,78.4867,30-60 cm,0.6934,44.61,0.9755,5.04,16.17,84.23,134.07,15,Suboptimal Growth
17.385,78.4867,5-15 cm,0.5209,55.76,0.127,5.42,30.41,79.96,53.85,6,Suboptimal Growth
17.385,78.4867,0-5 cm,0.5601,42.66,0.2547,6.96,27.19,77.76,107.82,14,Sheath Blight
17.385,78.4867,5-15 cm,0.4435,40.26,0.4512,6.62,27.46,90.36,230.98,5,Rice Blast
17.385,78.4867,30-60 cm,0.2921,29.9,0.4049,5.95,23.91,68.51,188.79,22,Healthy
17.385,78.4867,5-15 cm,0.5531,67.22,0.6656,7.05,25.8,79.3,135.07,17,Suboptimal Growth
17.385,78.4867,30-60 cm,0.76,15.93,0.2314,5.09,30.23,65.05,93.6,22,Suboptimal Growth
17.385,78.4867,30-60 cm,0.453,49.91,0.6066,5.96,20.78,60.15,191.89,22,Healthy
17.385,78.4867,15-30 cm,0.3628,44.54,0.5056,6.2,22.79,68.8,121.76,7,Healthy
17.385,78.4867,5-15 cm,0.4336,21.68,0.6384,6.02,22.54,61.32,176.95,13,Healthy
17.385,78.4867,30-60 cm,0.345,39.05,0.1801,4.04,20.69,59.06,134.27,8,Suboptimal Growth
17.385,78.4867,0-5 cm,0.4353,47.13,0.1777,7.07,30.04,92.05,190.84,3,Sheath Blight
17.385,78.4867,15-30 cm,0.6394,61.05,0.2627,6.16,34.32,58.15,142.71,13,Suboptimal Growth
17.385,78.4867,15-30 cm,0.3062,48.96,0.4741,5.61,23.19,69.82,160.11,8,Healthy
17.385,78.4867,30-60 cm,0.4609,48.41,0.2049,6.64,28.25,74.09,125.85,17,Sheath Blight
17.385,78.4867,5-15 cm,0.164,31.39,0.1282,4.23,21.47,69.55,95.29,23,Suboptimal Growth
17.385,78.4867,0-5 cm,0.5047,26.93,0.6037,5.82,31.98,92.38,264.25,0,Rice Blast
17.385,78.4867,5-15 cm,0.5058,25.93,0.4415,6.6,28.28,85.86,161.7,22,Rice Blast
17.385,78.4867,5-15 cm,0.5793,43.07,0.3217,5.98,31.31,92.52,212.16,23,Rice Blast
17.385,78.4867,30-60 cm,0.5008,31.64,0.666,6.45,28.68,90.93,212.25,23,Rice Blast
17.385,78.4867,5-15 cm,0.341,40.97,0.1098,7.47,29.66,94.87,267.42,22,Sheath Blight
17.385,78.4867,30-60 cm,0.2868,67.78,0.5065,4.67,34.67,53.05,89.43,14,Suboptimal Growth
17.385,78.4867,5-15 cm,0.6956,35.11,0.5193,5.32,29.98,67.94,137.25,13,Rice Blast
17.385,78.4867,0-5 cm,0.2609,15.71,0.9487,6.98,22.76,51.25,119.47,7,Suboptimal Growth
17.385,78.4867,30-60 cm,0.5967,29.25,0.1938,7.23,25.36,69.01,194.33,14,Sheath Blight
17.385,78.4867,15-30 cm,0.4325,39.3,0.5781,7.48,34.19,68.52,83.7,13,Suboptimal Growth
17.385,78.4867,15-30 cm,0.3596,48.01,0.2007,6.41,27.64,66.31,143.24,6,Healthy
17.385,78.4867,15-30 cm,0.6905,44.92,0.4006,4.91,30.55,69.17,177.56,14,Rice Blast
17.385,78.4867,5-15 cm,0.281,30.0,0.7832,6.41,21.43,54.43,168.94,4,Healthy
17.385,78.4867,15-30 cm,0.5261,45.93,0.2754,7.98,26.13,71.62,180.11,10,Sheath Blight
17.385,78.4867,0-5 cm,0.3306,51.28,0.2929,4.69,30.12,74.06,108.4,13,Suboptimal Growth
17.385,78.4867,5-15 cm,0.7369,56.46,0.3326,5.05,29.62,60.9,152.92,17,Rice Blast
17.385,78.4867,15-30 cm,0.653,49.75,0.2031,7.11,29.94,93.82,195.9,0,Sheath Blight
17.385,78.4867,15-30 cm,0.7123,44.97,0.3912,4.82,29.62,70.5,112.45,10,Rice Blast
17.385,78.4867,0-5 cm,0.7496,48.11,0.9142,4.75,34.56,67.52,129.51,19,Rice Blast
17.385,78.4867,15-30 cm,0.6117,16.38,0.7098,4.89,22.16,52.43,92.32,23,Suboptimal Growth
17.385,78.4867,30-60 cm,0.6171,24.07,0.299,4.42,16.99,75.9,71.41,2,Suboptimal Growth
17.385,78.4867,5-15 cm,0.524,29.95,0.72,6.24,23.5,55.74,192.62,19,Healthy
17.385,78.4867,0-5 cm,0.6697,27.77,0.6604,6.64,30.2,90.99,214.47,3,Rice Blast
17.385,78.4867,5-15 cm,0.5188,28.17,0.1546,7.49,27.02,73.61,103.14,13,Sheath Blight
17.385,78.4867,15-30 cm,0.605,9.21,0.119,4.51,30.7,56.69,95.69,6,Suboptimal Growth
17.385,78.4867,5-15 cm,0.3898,48.65,0.2405,7.05,28.45,94.32,164.41,21,Sheath Blight
17.385,78.4867,15-30 cm,0.2099,20.05,0.5717,5.23,27.41,86.31,78.82,8,Suboptimal Growth
17.385,78.4867,15-30 cm,0.5215,48.23,0.7465,6.1,27.51,65.07,170.46,13,Healthy
17.385,78.4867,5-15 cm,0.4765,22.98,0.1446,7.79,26.89,75.99,163.7,13,Sheath Blight
17.385,78.4867,30-60 cm,0.6279,45.75,0.6066,4.84,32.86,70.63,152.31,12,Rice Blast
17.385,78.4867,0-5 cm,0.493,45.01,0.3973,6.62,31.28,88.37,206.46,22,Rice Blast
17.385,78.4867,5-15 cm,0.6366,28.82,0.3976,5.95,24.97,90.41,212.89,1,Rice Blast
17.385,78.4867,30-60 cm,0.4616,44.2,0.915,5.86,24.79,93.95,293.23,23,Rice Blast
17.385,78.4867,30-60 cm,0.371,49.05,0.761,6.11,18.86,52.19,171.02,1,Healthy
17.385,78.4867,30-60 cm,0.6782,37.76,0.7958,6.46,27.16,91.48,211.41,2,Rice Blast
17.385,78.4867,15-30 cm,0.5264,27.13,0.7254,6.07,24.21,63.13,158.49,3,Healthy
17.385,78.4867,30-60 cm,0.7002,44.87,0.6394,5.38,29.54,69.47,148.8,10,Rice Blast
17.385,78.4867,0-5 cm,0.5875,23.05,0.7182,5.54,24.9,59.1,107.2,2,Healthy
17.385,78.4867,0-5 cm,0.4856,26.9,0.2823,7.1,27.24,69.12,164.82,16,Sheath Blight
17.385,78.4867,30-60 cm,0.5652,12.07,0.4167,7.32,28.53,91.03,235.16,0,Sheath Blight
17.385,78.4867,0-5 cm,0.5022,19.83,0.62,4.91,23.29,46.55,117.81,14,Suboptimal Growth
17.385,78.4867,0-5 cm,0.522,29.46,0.8339,6.19,28.4,93.46,160.53,22,Rice Blast
17.385,78.4867,0-5 cm,0.731,42.58,0.9953,5.13,32.54,67.02,112.29,9,Rice Blast
17.385,78.4867,5-15 cm,0.3264,35.99,0.5312,6.07,19.39,67.25,139.77,1,Healthy
17.385,78.4867,30-60 cm,0.3286,64.97,0.4696,6.25,26.75,43.36,51.12,15,Suboptimal Growth
17.385,78.4867,0-5 cm,0.6539,12.96,0.6321,6.03,29.05,88.12,59.51,5,Suboptimal Growth
17.385,78.4867,30-60 cm,0.6029,30.04,0.3465,6.35,28.24,92.72,219.18,23,Rice Blast
17.385,78.4867,30-60 cm,0.4184,5.45,0.1097,5.33,33.64,79.86,107.87,20,Suboptimal Growth
17.385,78.4867,5-15 cm,0.4919,23.51,0.2418,6.81,29.16,70.4,105.02,6,Sheath Blight
17.385,78.4867,0-5 cm,0.3796,30.29,0.4859,6.47,31.02,92.9,231.7,4,Sheath Blight
17.385,78.4867,0-5 cm,0.4887,33.16,0.2766,7.26,27.36,72.13,168.94,11,Sheath Blight
17.385,78.4867,30-60 cm,0.748,60.39,0.2915,4.59,18.76,84.43,68.82,23,Suboptimal Growth
17.385,78.4867,15-30 cm,0.7368,48.04,0.8381,5.44,30.45,63.35,148.39,19,Rice Blast
17.385,78.4867,30-60 cm,0.5637,14.21,0.3498,6.82,31.55,93.24,156.31,20,Sheath Blight
17.385,78.4867,15-30 cm,0.4291,41.05,0.1134,7.29,25.12,72.13,123.28,16,Sheath Blight
17.385,78.4867,5-15 cm,0.7832,41.09,0.704,4.65,33.32,63.01,134.52,15,Rice Blast
17.385,78.4867,5-15 cm,0.5214,42.09,0.418,6.13,29.12,92.77,238.75,4,Sheath Blight
17.385,78.4867,15-30 cm,0.401,44.95,0.2851,6.69,25.67,67.99,124.22,13,Sheath Blight
17.385,78.4867,15-30 cm,0.6073,32.67,0.459,5.17,32.27,61.88,195.7,8,Rice Blast
